Title,Description,Values
eksik gelen data,toptan perakende mart dataları eksik gelmiş full data çekersek uzun süreceğinden sadece mart datalarını çekip aktarabilir miyiz,0
v back stage apg özellikleri,genel klasörler ibm cognos tm application my applications v back stage içinde yer alan apg özellikleri sekmesinde yılını seçerek skalaları doldurduğumuzda kurumsal performans yönetimi tarafında yer alan scorekartlarda yer alan ilgili apg lere skalaları tanımlanmamaktadır yardımınızı beklemekteyiz,2
güncelleme i̇şleminden sonra mizan verilerinin hatalı gelmesi,uygulamayı manuel olarak güncelledikten dk eşleme i̇şlemi güncelleme yapıldıktan sonra otomatik güncelleme işlemi yapılana kadar yurtdişi_tutar_try mizan verileri hatalı gelmektedir bilginize,0
tm kurumsal performans yönetimi karnelerinde toplam puanının oluşmaması,tm kurumsal performans yönetimi karnelerinde apg bazlı puan oluştuğu halde karne toplam puanı oluşmamaktadır ali kılıç bey le görüştüğümüzde karne toplam puanının pergel versiyonunda yer aldığını talep açılırsa yeni versiyona aktarılabileceğini söylemişti karne toplam puanının oluşması konusunda yardımcı olabilirseniz seviniriz,2
ukrayna yemek giderlerinin prformans tablosuna ik modulunden aktarimi,geçen sene manuel olarak girilen yemek giderlerinin otomatik olarak modülünden gelmesi yardımlarınızı rica ediyoruz,2
kapanış yp usd elementi,kapanış yp usd elementi bozulmuş olup düzeltilmesi hususunu bilgilerinize sunarız tl tl olarak geliyor doğru yp usd karşılığı geliyor doğru ancak toplam kısmı tl karşılığı gelmesi gerekirken elma armutu topluyor budget budget yeni ikisinde şekilde hatalıdır bir i̇lave tenzil budget yeni ye budget küpünde olduğu eklendi kontrollü bir şekilde budget küpünü kaldırabiliriz,0
ortalama veri bilgisi eklenmesi,kaynak içerisindeki mizan ortalama verisi alınan rakamların yeni element içerisinde görünmesi talep edilmektedir bütçe planlama içindeki küpler sekmeler hangilerinde tutarsal data var ortalama verinin görünmesi gerekmektedir gereği bilgilerinize sunarız,2
müşterili mali tablo hata,müşterili mali tablo verisinde formül hesaplanıp ilgili satırlara yansıması beklenen net kar payı geliri faaliyet karı net kar rakamlar sıfır görünmemektedir bilgilerinize sunarım,0
açıklama kaldırılamaması,cognos raporları üzerine açıklama eklendikten sonra geçerliliğini yitiren açıklamaların kaldırılması bir seçenek bulunmamaktadır mevcut açıklamanın yanına bir yenisi eklenebilmektedir güncel olmayan açıklamaların kaldırılması yardımlarınızı talep eder,2
bütçe datasının bozulması,bütçe datasında mağazaların bozulduğunu fark ettik kontrolünüzü rica ederiz bozukluk net satıştan mağazalar gelmektedir torium upcity yakacık novada ataşehir sivas merkez ısparta centrum paladium acil desteğiniz ricasıyla,0
veri giriş sonuç ekranlarında versiyonların revize olarak açılması,mevcutta modüllerimiz veri girişi sonuç ekranlarının versiyonları bütçe olarak gözükmektedir hataların yaşanmaması adına versiyonların hepsini revize olarak yapabilir misiniz,0
perspectıve kurulumu,bütçe departmanındaki arkadaşlara perspectıve kurulumunun yapılmasını rica ediyoruz,3
parametreler uygulaması hatası,parametreler uygulamasında yılı mevcut kalemini güncellemek istediğimde ekte bulunan hata karşılaştım şimdi uygulamaya giriş yapamıyorum,0
yurt dışı şube mali tablo hatası,yurt dışı şube verileri kontrol esnasında dwh tarafından alınan veriler sistem kontrol edilmiş olup uyumlu görünmektedir cognos mali tablo verisinin geldiği alanlarda farklar görünmektedir tabloya gelen verilerde örneklem alınarak kontrol edilmesi talep edilmektedir bilgilerinize sunarım,0
yeni açılan hesapların kırılımda hiyerarşiye yansıması,cognos dk eşleme içerisinde yeni gelen kırılımdaki hesaplar kırılım altında görünmemektedir bt yapılan görüşmede sistemde refresh yapılarak bunun cognos a getirilebileceği belirtilmiştir dwh tarafında ilgili hesapların üst hiyerarşisisinde kırılımda dk lar gelmektedir,2
fon komisyonları,raporlarda fon komisyonları hesabını incelediğimizde belli aylarda ekte belirtmiş olduğum farklar yer almaktadır bütçe sürecimiz başlamadan kontrolünüzü rica ederiz,0
bt altyapı operasyon müdürlüğü bütçe temsilcisi güncellemesi,bt altyapı operasyon müdürlüğü bütçe temsilcisi olarak gökhan dağ ın tanımlanması konusunda yardımlarınızı talep ederiz,2
torium mağazası hatası önemli̇,torium mağazasının kapanış tarihini mağaza açık kapalı güncellemesini yapmamıza rağmen sonuç sayfasına rakamlar akmamaktadır i̇vedi kontrollerinizi rica ederim,0
hazine md cognos giriş hatası,hazine md yetkilisi gider yatırım küpünü görememektedir bilgilerinize sunarız,0
fas ik fazla mesai giderleri,fas ülkesinde karşılaştırma ekranında mağaza ücret giderleri sayfasındaki fazla mesai giderleri yine aynı ekrandaki personel ücret giderlerindeki a lı kodlarda fazla mesai giderleri birbirleriyle tutmamaktadır fazla mesaileri resmi tatil çalışma birlikte toplayıp a lı kodlara öyle getirmesi gerekiyor toplamları birbiriyle tutmuyor ekran görüntüleri paylaşılmıştır konu hakkında dönüşlerinizi rica ediyoruz,0
konsolide kar zarar küpünde gelmeyen rakamlar,fy altındaki fy arabian center dubai fy sahara center sharjah u a e fy city center sharjah u a e mağazalarının gider bütçesi pazarlama satış dağıtım giderleri küpü olduğu halde konsolide kar zarar application daki perakende_satıs_butcesi_ozet küpünde mağazalara ait gider rakamı gelmiyor manuel link mi var bunlarda kontrol eder misiniz rc,0
bağımsız denetim mizan ürün eklenmesi,bağımsız denetim sekmesi cognos bütçe planlama küpü budget sekmesi içerisine bağımsız denetim mizan ürün eklenmesini talep ederiz,2
mali tablolar data eksikliği,cognos mali tablolar küpünde yeni açılan şubelerin fon bilgileri gelmemektedir bilgilerinize sunarım,0
yeni element eklenmesi,ibm cognos tm uygulamasında bütçe planlama budget küpü içerisine son tahminler isminde bir element eklenmesini talep ederiz std element içerisine bütçelenen gerçekleşen seçeneklerinin altına eklenmesi uygundur,1
gelir tablosu formül hatası,gelir tablosu satırında sıfır olarak görünen alanlar yeni bir formül alanından etkilendiği değişmiştir kontrol yapılıp düzenlenmesini talep ederiz,0
türkiye faiz turquality,finans modülüne girilen faiz giderleri yönetim raporlarındaki dağıtım giderlerine gelmemektedir iki ekranın ekran görüntüsü ektedir bunun dışında diğer diğerler sayfasına girdiğinimiz turquality geliri performans tablosuna farklı bir tutarla gelmektedir konu hakkında yardımlarınızı bekliyoruz,0
segment bazlı dağılım güncellemeleri,segment bazlı dağılımın mizan verileriyle uyumlu hale getirilebilmesi yapılan çalışmalarda alınan kararlar gereğince mali tablo şb sekmesi segmet sube mali tablo küpü fact_mali_tablo boyutuna bakiye_try isimli yeni bir elementin eklenmesini elementte başlayan dk ların bakiye_try elementinin beslendiği tablolardan beslenmesi başlayan dk ların i̇ş zekası ekibi tarafından bildirilecek olan yeni tablodan beslenebilmesi yardımlarınızı talep ederiz,2
kapalı olmayan mağazaların cirolarının sonuç sayfasına akmaması,samsun lovelet canpark mağazalarının skala skala değeri yıllık hedefleri sisteme tanımlandı iki mağazanın kapama tarihleri olmamasına rağmen satış bütçesi modülünde aylık satış raporunda satışları gelmektedir kontrol edebilir misiniz,0
mali tablo görünümleri,kullanıcılar cognos tm mali tablolar küpü içerisindeki sekmeleri görememektedir gereği yardımlarınızı talep ederiz,0
kullanıcı iptali,aşağıdaki kullanıcıları iptal edebilir misiniz ticaret direktoru can karadeniz gamze paket cognos test sonrasında kalan kullanıcıların listesini iletebilir misiniz,2
yurtdışı mizan sekmesi sahiplik alamama,eylül ayına ait geçici erbil mizanı yüklemek istediğimde sayfada sahiplik alamadığımızı görmekteyiz aktif pasif uyumu aylık veri yüklememiz gerekmektedir i̇lgili rakamlar gün içinde otomatik olarak gelecek talebimizi kapatabiliriz,0
donuk alacaklar tahakkuk reeskont kaleminin taşınması,kodlu donuk alacaklar tahakkuk reeskontu tp yp toplam kalemlerinin kodlu donuk alacaklar kur farkları tp yp toplam kaleminin altına donuk alacaklar tahakkuk reeskontu tp yp toplam olarak taşınması gerekmektedir kodlu kalemin adı iv b b donuk alacaklar tahakkuk reeskont kur farkı tp yp toplam olarak güncellenmelidir,2
kullanıcı yetki devri,kredi risk i̇zleme müdürlüğü cognos kullanıcı yetkilerinin onur kalınbaçak tan alınıp mahmut tiryaki ye verilmesini talep etmekteyiz,2
bd raporu hatası,bd raporunda eşlemesi yapılıp bakiyesi gelmeyen budget uyumsuz görünen hesap eşleşme örneği ektedir gereği bilgilerinize sunar,0
sevda tarcan demir test user kullanıcı ekranları,sevda tarcan demir test user kullanıcılarına personel giderleri ücret dışı diğer gelirler ürün dışı reklam tanıtım giderleri seyahat giderleri raporlar sayfaları gözükmemektedir yardımınızı rica ederim,0
mağazacılık giderleri veri girişinde yaşanan zorluklar,mağazacılık giderlerinde veri girişi yapılırken modüllerde ekranlar kilitleniyor kaydedemiyoruz video mail yolu gönderilmiştir,0
irak merkez ücretleri,irak merkez bir personel tanımlandı bilgilerini eksiksiz girildi merkez ücret gi̇ri̇şleri̇ sayfasında kişinin ocak ücretine giriş yapılamıyor den giriş yapılmıyor yetki vs bir sorun var çözümü konusunda desteğinizi rica ederim,2
sgs data,pelin ekli sgs datasını içeri atabilir misin,2
önceki yıllara ait veirlerin görünmemesi,cognos tm bütçe planlama küpü içerisindeki budget sekmesinde yıllar elementi içerisinde öncesine ait yıllara ilişkin veriler görünmemektedir not yıllarına ait verilerin gelmesi yeterlidir,0
e magaza pos komisyonlari,e mağazacılık kanallarında rusya romanya finans modülünde pos komisyonu gözükürken performans tablosunda ilgili kanallarda pos komisyon toplamını mağazacılık kanalında görmekteyiz ayırmamız gereken bir parametre var iki satış kanalında kendi pos komisyıonlarını görebilir miyiz lütfen ukrayna e mağaza kanalında pos komisyonu gözükmektedier diğer ülkelerde gözükmediğini tam olarak anlamadık,0
sermaye piyasası ürünleri hatası,budget parametreler altında yer alan sermaye piyasası ürünleri alanındaki veriler hatalı gelmektedir gereği bilgilerinize sunarım,0
yaşlandırma giderleri,yönetim raporlarındaki performans tablosu kanal sayfasına gelen yaşlandırma gideri aynı alandaki dağıtım giderleri sayfasına gelen yaşlandırma gideri arasındaki fark bulunmaktadır axapta tarafına gelen ocak şubat kümüle yaşlandırma gideri dağıtım giderleri sayfasına doğru gelirken performans tablosuna hatalı gelmektedir sorun şubat ayından kaynaklanmaktır performans tablosuna doğru verinin gelmesi yardımlarınızı rica ediyoruz ekran görüntüleri paylaşılmıştır,0
türkiye faiz turquality,finans modülüne girilen faiz giderleri yönetim raporlarındaki dağıtım giderlerine gelmemektedir iki ekranın ekran görüntüsü ektedir bunun dışında diğer diğerler sayfasına girdiğinimiz turquality geliri performans tablosuna farklı bir tutarla gelmektedir konu hakkında yardımlarınızı bekliyoruz,0
araç akaryakıt giderlerine ait sonuç sayfasındaki verilerin raporlara akmaması,araç akaryakıt giderleri i̇dari i̇şler masraf merkezine giriş yaptık bunun sonucunda araç giderleri modülünün içerisinde sonuç sayfasına yakıt gideri gelmektedir ancak raporlar sayfasına aynı masraf merkezi aynı hesap adına baktığımızda rakam gelmemektedir kontrolünüzü rica ederiz,0
loft,departman giderlerinde di̇ğer gi̇derler sayfasının loft departmanlarında gelmediği söylenmiştir kontrolünüzü rica ederiz ayrıca loft fiili tablolarına reklam imaj vitrin giderleri gelmediği söyleniyor kontrollerinizi rica ederim,0
kullanıcı yetki devri,eğitim kariyer yönetimi müdürlüğü çalışanlarından mustafa sepetçi nin cognos giriş diğer kullanıcı yetkilerinin yine aynı müdürlük çalışanı mustafa aydın a devredilmesini talep eder,2
hamza yağan grup atama düzeltme,test amaçlı grup değişikliği sebebi teminat yönetim müdürlüğü nde görülen hamza yağan kullanıcısının tekrardan stratejik planlama müdürlüğü atanması gerekmektedir saygılarımla,2
belarus merkez vergi i̇adesi,belarus ik modülünde merkez kanalındaki vergi iadesi satırına tutarlar gelmemektedir mağaza kısmında sorunsuz çalışmaktadır alanın tanımlamalar kısmında oranı girilmiştir merkez vergi iadesi kısmına tutarlar gelmektedir manuel bir alana ekleme mi yapmamız gerekmekte,0
sistematik kontrol,dk eşleşmesi yapılmamış olan hesapların otomatik tespit edilmesini sağlayacak yapının kurulmasını talep ederiz,2
i̇ş mükemmeliği i̇novasyon müdürlüğü yetki devri,i̇ş mükemmelliği i̇novasyon müdürlüğü nde nurettin coşkun kullanıcısının yetkilerinin kaldırılarak yerine kübra odabaş taşli kullanıcısının tanımlanması gerekmektedir,2
yeni eklenecek elementler,bütçe çalışmalarında yapılacak güncellemeler yeni element eklemeleri düzenlemeleri yapılması gerekmektedir kapsamda ekte detayları verilen işlemlerin yerine getirilebilmesi yardımlarınızı talep ederiz dosya yükleme sorunu olduğu görseli gönderemiyorum mail üzerinden ilettiğim dosyayı kullanabilirsiniz,2
mağaza statü güncellemesi,mağaza statülerini kira modülünde güncellememize rağmen modüllerde statüler güncellenmemektedir desteklerinizi rica ederiz,0
organizasyon yapısı değişiklikleri,banka organizasyon yapısında yaşanan değişiklikler sebebiyle cognos i̇ş ailesi yapısında değişikliklere ihtiyaç duyulmuştur ekte bulunan değişikliklerin uygulanabilmesi yardımlarınızı talep ederiz,2
sunucu erişim problemleri,kurumumuza ilgili konularda yardımcı olunabilmesi intellium tarafından cognos yetkilisi olarak yetkilendirilmiş çalışanların önce ara ara yaşadıkları uzaktan erişim sorunları yaklaşık olarak hafta kadar devam etmiş mayıs tarihi itibari sorun saptanmış çözümlenmiştir scb sunucusu üzerinde tm sunucusuna geçerken ip numarası değil isim geçiş yapılıyor yeni bir bağlantı ihtiyacı olur şekilde geçiş yapılacak,3
